,County FIPS,Plant state abbreviation,Plant county name,has_plant,Total Population,People of Color (%),Low Income (%),Less Than High School Education (%),Limited English Speaking (%),Unemployment Rate (%),Under Age 5 (%),Over Age 64 (%)
586,16065,ID,Madison County,0,50979.0,12.293297240040015,46.88234016935436,4.38624605100499,1.2932943573390026,6.539039039039039,9.070401537888149,6.881264834539712
587,16067,ID,Minidoka County,0,21393.0,39.082877576777456,41.046780044283224,20.88474270237737,7.08950156186337,3.87026166550592,7.698779974758098,15.589211424297666
588,16069,ID,Nez Perce County,0,41820.0,13.74461979913917,30.965199941265727,6.838280660862411,0.4273504273504274,3.2897286821705425,5.6145384983261595,19.684361549497847
589,16071,ID,Oneida County,0,4514.0,7.7315019937970755,22.65033407572383,9.911444141689374,1.8181818181818181,0.32786885245901637,6.025697828976517,19.406291537439078
590,16073,ID,Owyhee County,0,11815.0,31.206093948370718,37.28581220013708,25.14073694984647,8.175803402646503,2.8752800597460793,5.391451544646635,17.81633516716039
591,16075,ID,Payette County,0,24928.0,23.467586649550707,32.665883020550446,13.855494839101395,1.6069887834339949,4.268559908843895,6.590982028241335,18.677792041078305
592,16077,ID,Power County,0,7854.0,39.25388337153043,41.55794320798158,20.547385620915033,8.268446421950316,5.900783289817232,7.677616501145914,14.782276546982429
593,16079,ID,Shoshone County,0,13124.0,9.661688509600731,41.60086700727667,11.596480201131364,1.749217455348923,6.2834455377179355,6.636696129228893,22.698872295032004
594,16081,ID,Teton County,0,11490.0,19.321148825065272,27.295696114305628,7.607052896725442,1.428911645629912,3.4472331418203805,6.196692776327241,12.489120974760661
595,16083,ID,Twin Falls County,0,89128.0,23.251952248451666,35.22049721184314,12.96978629329403,3.0288091203204437,3.722263658400149,6.882236783053585,15.51813122699937
596,16085,ID,Valley County,0,11476.0,5.960264900662252,37.676180408738546,9.450744941071825,0.6233062330623307,0.7495948136142625,4.278494248867201,27.300453119553854
597,16087,ID,Washington County,0,10425.0,21.755395683453237,46.47628267182962,12.186865267433989,3.623540856031129,6.584169974317068,5.179856115107913,25.237410071942445
598,17001,IL,Adams County,0,65878.0,8.893712620298126,28.195995230204574,7.557305032403984,0.058879811584602926,4.204997243100497,6.0217371504903,19.965694161935698
599,17003,IL,Alexander County,0,5488.0,36.86224489795919,48.50857568978375,13.799423932966745,0.0,10.626992561105206,4.354956268221574,22.467201166180757
600,17005,IL,Bond County,0,16804.0,12.6815044037134,33.376105895860064,11.237363188236277,0.16409583196586808,3.7840077337384344,4.052606522256606,18.709830992620805
601,17007,IL,Boone County,0,53592.0,28.237423496044183,26.589039027704388,12.91898455369497,2.799386145949092,8.231340643792006,5.4149873115390355,16.039707419017766
602,17009,IL,Brown County,0,6330.0,26.714060031595576,29.321613702952444,19.31228373702422,1.7017017017017018,1.497504159733777,4.723538704581358,14.075829383886257
603,17011,IL,Bureau County,0,33338.0,13.354130421740956,31.10975795402649,9.405314213412062,0.8268059181897303,5.9283851078966086,5.078289039534465,21.6839642450057
604,17013,IL,Calhoun County,0,4537.0,4.033502314304607,18.434743270753223,7.239411234604987,0.0,4.0992448759439055,4.694732201895525,23.473661009477627
605,17015,IL,Carroll County,0,15586.0,10.573591684845374,31.124252311038607,12.07653150781113,0.5080171455786633,5.013927576601671,4.869754908250994,25.144360323367128
606,17017,IL,Cass County,0,13058.0,25.81559197426865,33.632634104806876,15.063334474495035,6.26128838049368,6.777777777777779,6.0039822331138,17.399295451064482
607,17019,IL,Champaign County,0,206583.0,33.98875996572806,35.537185764224546,5.229051393250585,3.814993584652044,5.060943296237414,5.3755633328976735,12.887798124724686
608,17021,IL,Christian County,0,34038.0,5.314648334214701,33.57954192787537,10.589011170190842,0.39802461855974053,5.444480625203517,5.608437628532816,19.478230213291027
609,17023,IL,Clark County,0,15587.0,3.54782831847052,23.799882437463264,6.956201693043798,0.0,4.091028676664036,5.7291332520690315,19.5162635529608
610,17025,IL,Clay County,0,13313.0,4.416735521670548,35.79341431736573,11.621911922663802,0.8812190196438406,5.62749800159872,5.581011041838805,20.393600240366556
611,17027,IL,Clinton County,0,37048.0,9.061217879507666,21.932062491041997,8.703394968172173,0.28060329708874077,3.388665679847748,5.638630965234291,16.959080112286763
612,17029,IL,Coles County,0,47542.0,9.85023768457364,38.60243924638208,8.075348075348074,0.42922689821895504,7.3559670781893,4.7957595389339955,17.02284295990913
613,17031,IL,Cook County,0,5265398.0,58.36738267458605,29.724796394661336,12.026606549131891,7.275642185636913,7.264569295486009,5.933226700051923,14.705042239921845
614,17033,IL,Crawford County,0,18825.0,9.508632138114208,28.74039385206532,13.685509034177489,0.07987220447284345,3.0424242424242425,5.083665338645418,18.948207171314742
615,17035,IL,Cumberland County,0,10528.0,3.7613981762917934,21.718538565629228,7.076425394257986,0.31507513330101794,2.728561304039688,6.155015197568389,19.88031914893617
616,17037,IL,DeKalb County,0,100922.0,24.633875666356193,29.968121222157823,7.3655338506823655,2.7510210372196964,7.351179300109079,5.7222409385466,12.645409326014152
