,State_Code,Period,Price,Year,Month,state,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION,T10Y2Y,Inflation Rate (%),Industrial Production Index,temperature (F),Electricity Price ($ per million BTU),OPEC supply (1000 b/d)
3576,F003005__3,2010-06-01,66.8,2010,6,AR,Total Electric Power Industry,Petroleum (Barrels),2026,2.51,1.6400434423899,91.9928,81.6,16.86,7130
3577,F003005__3,2010-07-01,67.54,2010,7,AR,Total Electric Power Industry,Petroleum (Barrels),3035,2.33,1.6400434423899,92.3421,82.0,16.86,7130
3578,F003005__3,2010-08-01,68.37,2010,8,AR,Total Electric Power Industry,Petroleum (Barrels),2898,2.43,1.6400434423899,92.6805,83.9,16.86,7130
3579,F003005__3,2010-09-01,66.73,2010,9,AR,Total Electric Power Industry,Petroleum (Barrels),4161,2.08,1.6400434423899,92.9537,74.8,16.86,7130
3580,F003005__3,2010-10-01,73.45,2010,10,AR,Total Electric Power Industry,Petroleum (Barrels),9853,2.12,1.6400434423899,92.6903,62.7,16.86,7130
3581,F003005__3,2010-11-01,75.77,2010,11,AR,Total Electric Power Industry,Petroleum (Barrels),6081,2.32,1.6400434423899,92.7709,52.0,16.86,7130
3582,F003005__3,2010-12-01,80.78,2010,12,AR,Total Electric Power Industry,Petroleum (Barrels),10970,2.44,1.6400434423899,93.6787,38.9,16.86,7130
3583,F003005__3,2011-01-01,81.29,2011,1,AR,Total Electric Power Industry,Petroleum (Barrels),6178,2.75,3.156841568622,93.4814,37.6,19.59,7680
3584,F003005__3,2011-02-01,81.15,2011,2,AR,Total Electric Power Industry,Petroleum (Barrels),18459,2.87,3.156841568622,93.1102,43.9,19.59,7680
3585,F003005__3,2011-03-01,94.2,2011,3,AR,Total Electric Power Industry,Petroleum (Barrels),6942,2.75,3.156841568622,94.0788,52.5,19.59,7680
3586,F003005__3,2011-04-01,101.92,2011,4,AR,Total Electric Power Industry,Petroleum (Barrels),9351,2.66,3.156841568622,93.7749,63.5,19.59,7680
3587,F003005__3,2011-05-01,93.14,2011,5,AR,Total Electric Power Industry,Petroleum (Barrels),7714,2.7,3.156841568622,93.888,67.3,19.59,7680
3588,F003005__3,2011-06-01,87.99,2011,6,AR,Total Electric Power Industry,Petroleum (Barrels),4846,2.52,3.156841568622,94.172,81.7,19.59,7680
3589,F003005__3,2011-07-01,88.9,2011,7,AR,Total Electric Power Industry,Petroleum (Barrels),10479,2.72,3.156841568622,94.636,84.7,19.59,7680
3590,F003005__3,2011-08-01,78.55,2011,8,AR,Total Electric Power Industry,Petroleum (Barrels),3254,2.39,3.156841568622,95.2749,83.1,19.59,7680
3591,F003005__3,2011-09-01,78.1,2011,9,AR,Total Electric Power Industry,Petroleum (Barrels),5690,1.96,3.156841568622,95.1961,70.2,19.59,7680
3592,F003005__3,2011-10-01,80.96,2011,10,AR,Total Electric Power Industry,Petroleum (Barrels),5000,1.56,3.156841568622,95.8568,60.6,19.59,7680
3593,F003005__3,2011-11-01,91.61,2011,11,AR,Total Electric Power Industry,Petroleum (Barrels),6531,1.78,3.156841568622,95.8485,53.4,19.59,7680
3594,F003005__3,2011-12-01,93.09,2011,12,AR,Total Electric Power Industry,Petroleum (Barrels),11938,1.84,3.156841568622,96.3571,43.3,19.59,7680
3595,F003005__3,2012-01-01,93.57,2012,1,AR,Total Electric Power Industry,Petroleum (Barrels),5469,,2.06933726526067,96.9318,44.6,19.83,7703
3596,F003005__3,2012-02-01,95.99,2012,2,AR,Total Electric Power Industry,Petroleum (Barrels),2904,1.64,2.06933726526067,97.2435,47.2,19.83,7703
3597,F003005__3,2012-03-01,100.49,2012,3,AR,Total Electric Power Industry,Petroleum (Barrels),4288,1.73,2.06933726526067,96.74,62.2,19.83,7703
3598,F003005__3,2012-04-01,99.02,2012,4,AR,Total Electric Power Industry,Petroleum (Barrels),11517,1.89,2.06933726526067,97.4359,64.4,19.83,7703
3599,F003005__3,2012-05-01,90.54,2012,5,AR,Total Electric Power Industry,Petroleum (Barrels),2628,1.71,2.06933726526067,97.6609,73.2,19.83,7703
3600,F003005__3,2012-06-01,77.54,2012,6,AR,Total Electric Power Industry,Petroleum (Barrels),2247,1.22,2.06933726526067,97.6663,78.0,19.83,7703
3601,F003005__3,2012-07-01,82.12,2012,7,AR,Total Electric Power Industry,Petroleum (Barrels),1161,1.31,2.06933726526067,97.8713,84.1,19.83,7703
3602,F003005__3,2012-08-01,88.71,2012,8,AR,Total Electric Power Industry,Petroleum (Barrels),2883,1.32,2.06933726526067,97.4525,80.2,19.83,7703
3603,F003005__3,2012-09-01,90.13,2012,9,AR,Total Electric Power Industry,Petroleum (Barrels),4552,,2.06933726526067,97.381,73.5,19.83,7703
3604,F003005__3,2012-10-01,85.56,2012,10,AR,Total Electric Power Industry,Petroleum (Barrels),4781,1.39,2.06933726526067,97.7193,59.3,19.83,7703
3605,F003005__3,2012-11-01,83.69,2012,11,AR,Total Electric Power Industry,Petroleum (Barrels),7254,1.45,2.06933726526067,98.0777,50.2,19.83,7703
3606,F003005__3,2012-12-01,85.54,2012,12,AR,Total Electric Power Industry,Petroleum (Barrels),6736,1.38,2.06933726526067,98.3101,46.4,19.83,7703
3607,F003005__3,2013-01-01,91.56,2013,1,AR,Total Electric Power Industry,Petroleum (Barrels),5234,,1.46483265562717,98.3342,42.1,19.29,7707
3608,F003005__3,2013-02-01,91.95,2013,2,AR,Total Electric Power Industry,Petroleum (Barrels),4404,1.77,1.46483265562717,98.7941,43.3,19.29,7707
3609,F003005__3,2013-03-01,89.64,2013,3,AR,Total Electric Power Industry,Petroleum (Barrels),4050,1.61,1.46483265562717,99.1921,46.6,19.29,7707
3610,F003005__3,2013-04-01,87.99,2013,4,AR,Total Electric Power Industry,Petroleum (Barrels),3862,1.63,1.46483265562717,99.1065,58.5,19.29,7707
3611,F003005__3,2013-05-01,90.61,2013,5,AR,Total Electric Power Industry,Petroleum (Barrels),13053,1.46,1.46483265562717,99.1839,67.2,19.29,7707
3612,F003005__3,2013-06-01,91.01,2013,6,AR,Total Electric Power Industry,Petroleum (Barrels),7035,1.83,1.46483265562717,99.3897,77.1,19.29,7707
3613,F003005__3,2013-07-01,99.41,2013,7,AR,Total Electric Power Industry,Petroleum (Barrels),6720,2.16,1.46483265562717,99.0814,78.0,19.29,7707
3614,F003005__3,2013-08-01,100.62,2013,8,AR,Total Electric Power Industry,Petroleum (Barrels),2369,2.39,1.46483265562717,99.6543,78.4,19.29,7707
3615,F003005__3,2013-09-01,100.53,2013,9,AR,Total Electric Power Industry,Petroleum (Barrels),3309,,1.46483265562717,100.161,75.4,19.29,7707
3616,F003005__3,2013-10-01,94.84,2013,10,AR,Total Electric Power Industry,Petroleum (Barrels),9528,2.33,1.46483265562717,100.082,61.5,19.29,7707
3617,F003005__3,2013-11-01,86.79,2013,11,AR,Total Electric Power Industry,Petroleum (Barrels),5014,2.32,1.46483265562717,100.3158,47.5,19.29,7707
3618,F003005__3,2013-12-01,90.59,2013,12,AR,Total Electric Power Industry,Petroleum (Barrels),8669,2.51,1.46483265562717,100.5175,40.1,19.29,7707
3619,F003005__3,2014-01-01,87.75,2014,1,AR,Total Electric Power Industry,Petroleum (Barrels),3592,,1.62222297740817,100.1599,35.2,18.86,7981
3620,F003005__3,2014-02-01,93.65,2014,2,AR,Total Electric Power Industry,Petroleum (Barrels),4647,2.31,1.62222297740817,100.9168,38.8,18.86,7981
3621,F003005__3,2014-03-01,93.95,2014,3,AR,Total Electric Power Industry,Petroleum (Barrels),4482,2.28,1.62222297740817,101.8942,46.5,18.86,7981
3622,F003005__3,2014-04-01,95.22,2014,4,AR,Total Electric Power Industry,Petroleum (Barrels),4419,2.33,1.62222297740817,101.9928,59.6,18.86,7981
3623,F003005__3,2014-05-01,94.23,2014,5,AR,Total Electric Power Industry,Petroleum (Barrels),3499,2.22,1.62222297740817,102.3836,68.1,18.86,7981
3624,F003005__3,2014-06-01,97.38,2014,6,AR,Total Electric Power Industry,Petroleum (Barrels),663,2.15,1.62222297740817,102.735,76.7,18.86,7981
3625,F003005__3,2014-07-01,94.89,2014,7,AR,Total Electric Power Industry,Petroleum (Barrels),1401,2.11,1.62222297740817,102.9632,75.4,18.86,7981
3626,F003005__3,2014-08-01,88.51,2014,8,AR,Total Electric Power Industry,Petroleum (Barrels),5184,2.05,1.62222297740817,102.7688,78.7,18.86,7981
3627,F003005__3,2014-09-01,81.31,2014,9,AR,Total Electric Power Industry,Petroleum (Barrels),3423,,1.62222297740817,103.0641,72.6,18.86,7981
3628,F003005__3,2014-10-01,77.39,2014,10,AR,Total Electric Power Industry,Petroleum (Barrels),3929,1.89,1.62222297740817,103.0764,63.7,18.86,7981
3629,F003005__3,2014-11-01,69.25,2014,11,AR,Total Electric Power Industry,Petroleum (Barrels),5938,1.84,1.62222297740817,103.7126,44.9,18.86,7981
3630,F003005__3,2014-12-01,52.58,2014,12,AR,Total Electric Power Industry,Petroleum (Barrels),7759,1.73,1.62222297740817,103.7044,43.8,18.86,7981
3631,F003005__3,2015-01-01,41.41,2015,1,AR,Total Electric Power Industry,Petroleum (Barrels),10866,,0.118627135552451,102.8905,38.6,15.86,8068
3632,F003005__3,2015-02-01,44.57,2015,2,AR,Total Electric Power Industry,Petroleum (Barrels),8405,1.19,0.118627135552451,102.2335,36.1,15.86,8068
3633,F003005__3,2015-03-01,41.94,2015,3,AR,Total Electric Power Industry,Petroleum (Barrels),8978,1.42,0.118627135552451,101.8914,49.7,15.86,8068
3634,F003005__3,2015-04-01,48.45,2015,4,AR,Total Electric Power Industry,Petroleum (Barrels),14204,1.32,0.118627135552451,101.3355,62.5,15.86,8068
3635,F003005__3,2015-05-01,53.46,2015,5,AR,Total Electric Power Industry,Petroleum (Barrels),10781,1.52,0.118627135552451,100.8883,69.3,15.86,8068
3636,F003005__3,2015-06-01,53.36,2015,6,AR,Total Electric Power Industry,Petroleum (Barrels),4955,1.55,0.118627135552451,100.571,78.1,15.86,8068
3637,F003005__3,2015-07-01,45.71,2015,7,AR,Total Electric Power Industry,Petroleum (Barrels),6827,1.74,0.118627135552451,101.2228,81.9,15.86,8068
3638,F003005__3,2015-08-01,36.99,2015,8,AR,Total Electric Power Industry,Petroleum (Barrels),4503,1.48,0.118627135552451,101.0367,78.1,15.86,8068
3639,F003005__3,2015-09-01,39.71,2015,9,AR,Total Electric Power Industry,Petroleum (Barrels),9149,1.47,0.118627135552451,100.7547,74.8,15.86,8068
3640,F003005__3,2015-10-01,40.64,2015,10,AR,Total Electric Power Industry,Petroleum (Barrels),8385,1.41,0.118627135552451,100.2675,63.5,15.86,8068
3641,F003005__3,2015-11-01,36.89,2015,11,AR,Total Electric Power Industry,Petroleum (Barrels),7437,1.43,0.118627135552451,99.5298,54.2,15.86,8068
3642,F003005__3,2015-12-01,31.5,2015,12,AR,Total Electric Power Industry,Petroleum (Barrels),13432,1.24,0.118627135552451,99.0417,50.0,15.86,8068
3643,F003005__3,2016-01-01,26.11,2016,1,AR,Total Electric Power Industry,Petroleum (Barrels),11631,,1.26158320570536,99.5607,39.5,14.62,8356
3644,F003005__3,2016-02-01,24.66,2016,2,AR,Total Electric Power Industry,Petroleum (Barrels),1635,1.16,1.26158320570536,99.0445,46.9,14.62,8356
3645,F003005__3,2016-03-01,32.3,2016,3,AR,Total Electric Power Industry,Petroleum (Barrels),4989,0.98,1.26158320570536,98.3096,55.5,14.62,8356
3646,F003005__3,2016-04-01,35.07,2016,4,AR,Total Electric Power Industry,Petroleum (Barrels),2178,1.03,1.26158320570536,98.6421,62.5,14.62,8356
3647,F003005__3,2016-05-01,40.8,2016,5,AR,Total Electric Power Industry,Petroleum (Barrels),10363,1.08,1.26158320570536,98.4184,67.2,14.62,8356
3648,F003005__3,2016-06-01,42.75,2016,6,AR,Total Electric Power Industry,Petroleum (Barrels),12935,0.94,1.26158320570536,98.8833,78.9,14.62,8356
3649,F003005__3,2016-07-01,38.99,2016,7,AR,Total Electric Power Industry,Petroleum (Barrels),2518,0.87,1.26158320570536,98.9992,82.0,14.62,8356
3650,F003005__3,2016-08-01,38.81,2016,8,AR,Total Electric Power Industry,Petroleum (Barrels),2784,0.84,1.26158320570536,98.85,80.0,14.62,8356
3651,F003005__3,2016-09-01,38.8,2016,9,AR,Total Electric Power Industry,Petroleum (Barrels),2746,0.79,1.26158320570536,98.7457,75.8,14.62,8356
3652,F003005__3,2016-10-01,43.45,2016,10,AR,Total Electric Power Industry,Petroleum (Barrels),1399,0.83,1.26158320570536,98.7611,67.0,14.62,8356
3653,F003005__3,2016-11-01,39.26,2016,11,AR,Total Electric Power Industry,Petroleum (Barrels),12233,1.0,1.26158320570536,98.3491,55.7,14.62,8356
3654,F003005__3,2016-12-01,45.97,2016,12,AR,Total Electric Power Industry,Petroleum (Barrels),10104,1.31,1.26158320570536,99.0214,42.5,14.62,8356
3655,F003005__3,2017-01-01,46.32,2017,1,AR,Total Electric Power Industry,Petroleum (Barrels),8357,,2.13011000365961,98.7611,45.2,15.76,8541
3656,F003005__3,2017-02-01,47.1,2017,2,AR,Total Electric Power Industry,Petroleum (Barrels),14665,1.26,2.13011000365961,98.3646,52.5,15.76,8541
3657,F003005__3,2017-03-01,43.37,2017,3,AR,Total Electric Power Industry,Petroleum (Barrels),634,1.17,2.13011000365961,99.0137,55.7,15.76,8541
3658,F003005__3,2017-04-01,44.73,2017,4,AR,Total Electric Power Industry,Petroleum (Barrels),2208,1.11,2.13011000365961,100.0224,64.2,15.76,8541
3659,F003005__3,2017-05-01,42.16,2017,5,AR,Total Electric Power Industry,Petroleum (Barrels),14518,1.05,2.13011000365961,100.1408,67.7,15.76,8541
3660,F003005__3,2017-06-01,38.88,2017,6,AR,Total Electric Power Industry,Petroleum (Barrels),10077,0.93,2.13011000365961,100.3471,75.5,15.76,8541
3661,F003005__3,2017-07-01,40.16,2017,7,AR,Total Electric Power Industry,Petroleum (Barrels),6674,0.94,2.13011000365961,100.1068,80.6,15.76,8541
3662,F003005__3,2017-08-01,42.02,2017,8,AR,Total Electric Power Industry,Petroleum (Barrels),1930,0.92,2.13011000365961,99.6925,76.9,15.76,8541
3663,F003005__3,2017-09-01,43.47,2017,9,AR,Total Electric Power Industry,Petroleum (Barrels),2778,0.81,2.13011000365961,99.7954,73.2,15.76,8541
3664,F003005__3,2017-10-01,45.09,2017,10,AR,Total Electric Power Industry,Petroleum (Barrels),9838,0.85,2.13011000365961,101.0247,62.9,15.76,8541
3665,F003005__3,2017-11-01,50.55,2017,11,AR,Total Electric Power Industry,Petroleum (Barrels),4002,0.76,2.13011000365961,101.2664,53.7,15.76,8541
3666,F003005__3,2017-12-01,51.81,2017,12,AR,Total Electric Power Industry,Petroleum (Barrels),9105,0.59,2.13011000365961,101.4644,42.4,15.76,8541
3667,F003005__3,2018-01-01,57.22,2018,1,AR,Total Electric Power Industry,Petroleum (Barrels),7966,,2.44258329692817,101.4625,35.7,16.45,8726
3668,F003005__3,2018-02-01,55.97,2018,2,AR,Total Electric Power Industry,Petroleum (Barrels),7334,0.62,2.44258329692817,101.7085,45.9,16.45,8726
3669,F003005__3,2018-03-01,56.82,2018,3,AR,Total Electric Power Industry,Petroleum (Barrels),7955,0.59,2.44258329692817,102.2067,53.9,16.45,8726
3670,F003005__3,2018-04-01,59.74,2018,4,AR,Total Electric Power Industry,Petroleum (Barrels),5602,0.48,2.44258329692817,103.3329,55.2,16.45,8726
3671,F003005__3,2018-05-01,62.52,2018,5,AR,Total Electric Power Industry,Petroleum (Barrels),5191,0.47,2.44258329692817,102.4024,75.0,16.45,8726
3672,F003005__3,2018-06-01,59.79,2018,6,AR,Total Electric Power Industry,Petroleum (Barrels),3556,0.42,2.44258329692817,103.198,80.1,16.45,8726
3673,F003005__3,2018-07-01,64.46,2018,7,AR,Total Electric Power Industry,Petroleum (Barrels),2615,0.3,2.44258329692817,103.3646,81.8,16.45,8726
3674,F003005__3,2018-08-01,61.44,2018,8,AR,Total Electric Power Industry,Petroleum (Barrels),4522,0.33,2.44258329692817,104.0327,78.8,16.45,8726
3675,F003005__3,2018-09-01,63.86,2018,9,AR,Total Electric Power Industry,Petroleum (Barrels),3837,,2.44258329692817,104.1004,75.0,16.45,8726
3676,F003005__3,2018-10-01,65.67,2018,10,AR,Total Electric Power Industry,Petroleum (Barrels),5500,0.27,2.44258329692817,103.9856,62.6,16.45,8726
3677,F003005__3,2018-11-01,51.81,2018,11,AR,Total Electric Power Industry,Petroleum (Barrels),2238,0.3,2.44258329692817,104.0681,45.8,16.45,8726
3678,F003005__3,2018-12-01,43.9,2018,12,AR,Total Electric Power Industry,Petroleum (Barrels),2296,0.15,2.44258329692817,104.0936,44.2,16.45,8726
3679,F003005__3,2019-01-01,46.47,2019,1,AR,Total Electric Power Industry,Petroleum (Barrels),9473,,1.81221007526021,103.4021,40.8,16.06,8445
3680,F003005__3,2019-02-01,50.06,2019,2,AR,Total Electric Power Industry,Petroleum (Barrels),4137,0.18,1.81221007526021,102.8371,46.0,16.06,8445
3681,F003005__3,2019-03-01,52.83,2019,3,AR,Total Electric Power Industry,Petroleum (Barrels),7720,0.21,1.81221007526021,102.8757,48.9,16.06,8445
3682,F003005__3,2019-04-01,58.27,2019,4,AR,Total Electric Power Industry,Petroleum (Barrels),6073,0.16,1.81221007526021,102.274,60.8,16.06,8445
3683,F003005__3,2019-05-01,55.49,2019,5,AR,Total Electric Power Industry,Petroleum (Barrels),10866,0.21,1.81221007526021,102.392,70.6,16.06,8445
3684,F003005__3,2019-06-01,49.55,2019,6,AR,Total Electric Power Industry,Petroleum (Barrels),4873,0.25,1.81221007526021,102.4375,75.6,16.06,8445
3685,F003005__3,2019-07-01,51.91,2019,7,AR,Total Electric Power Industry,Petroleum (Barrels),5791,0.25,1.81221007526021,101.9408,79.0,16.06,8445
3686,F003005__3,2019-08-01,49.61,2019,8,AR,Total Electric Power Industry,Petroleum (Barrels),2549,0.17,1.81221007526021,102.639,80.3,16.06,8445
3687,F003005__3,2019-09-01,51.23,2019,9,AR,Total Electric Power Industry,Petroleum (Barrels),3182,,1.81221007526021,102.2917,79.7,16.06,8445
3688,F003005__3,2019-10-01,48.68,2019,10,AR,Total Electric Power Industry,Petroleum (Barrels),5897,0.09,1.81221007526021,101.4281,60.8,16.06,8445
3689,F003005__3,2019-11-01,48.07,2019,11,AR,Total Electric Power Industry,Petroleum (Barrels),13421,0.17,1.81221007526021,101.9372,46.4,16.06,8445
3690,F003005__3,2019-12-01,54.13,2019,12,AR,Total Electric Power Industry,Petroleum (Barrels),6750,0.22,1.81221007526021,101.7003,45.7,16.06,8445
3691,F003005__3,2020-01-01,52.23,2020,1,AR,Total Electric Power Industry,Petroleum (Barrels),4092,,1.23358439630629,101.0338,43.9,14.79,7113
3692,F003005__3,2020-02-01,45.05,2020,2,AR,Total Electric Power Industry,Petroleum (Barrels),9144,0.18,1.23358439630629,101.3735,44.5,14.79,7113
3693,F003005__3,2020-03-01,24.67,2020,3,AR,Total Electric Power Industry,Petroleum (Barrels),3884,0.26,1.23358439630629,97.4078,56.5,14.79,7113
3694,F003005__3,2020-04-01,12.74,2020,4,AR,Total Electric Power Industry,Petroleum (Barrels),13683,0.39,1.23358439630629,84.5619,58.8,14.79,7113
3695,F003005__3,2020-05-01,22.15,2020,5,AR,Total Electric Power Industry,Petroleum (Barrels),6451,0.44,1.23358439630629,85.9604,66.8,14.79,7113
3696,F003005__3,2020-06-01,32.59,2020,6,AR,Total Electric Power Industry,Petroleum (Barrels),11337,0.52,1.23358439630629,91.5934,76.4,14.79,7113
3697,F003005__3,2020-07-01,35.46,2020,7,AR,Total Electric Power Industry,Petroleum (Barrels),6822,0.52,1.23358439630629,95.0256,81.3,14.79,7113
3698,F003005__3,2020-08-01,36.8,2020,8,AR,Total Electric Power Industry,Petroleum (Barrels),6427,0.45,1.23358439630629,95.9549,77.8,14.79,7113
3699,F003005__3,2020-09-01,34.54,2020,9,AR,Total Electric Power Industry,Petroleum (Barrels),3903,0.55,1.23358439630629,95.9669,71.8,14.79,7113
3700,F003005__3,2020-10-01,34.23,2020,10,AR,Total Electric Power Industry,Petroleum (Barrels),5670,0.54,1.23358439630629,96.7394,59.4,14.79,7113
3701,F003005__3,2020-11-01,36.16,2020,11,AR,Total Electric Power Industry,Petroleum (Barrels),7093,0.71,1.23358439630629,97.0816,54.0,14.79,7113
3702,F003005__3,2020-12-01,41.6,2020,12,AR,Total Electric Power Industry,Petroleum (Barrels),12390,0.75,1.23358439630629,98.363,42.6,14.79,7113
3703,F003005__3,2021-01-01,45.56,2021,1,AR,Total Electric Power Industry,Petroleum (Barrels),13066,,4.69785886363742,98.8822,41.4,18.42,7904
3704,F003005__3,2021-02-01,53.01,2021,2,AR,Total Electric Power Industry,Petroleum (Barrels),17791,0.98,4.69785886363742,95.6149,34.8,18.42,7904
3705,F003005__3,2021-03-01,56.62,2021,3,AR,Total Electric Power Industry,Petroleum (Barrels),2298,1.32,4.69785886363742,98.3856,55.2,18.42,7904
3706,F003005__3,2021-04-01,55.46,2021,4,AR,Total Electric Power Industry,Petroleum (Barrels),8385,1.52,4.69785886363742,98.5587,58.4,18.42,7904
3707,F003005__3,2021-05-01,58.92,2021,5,AR,Total Electric Power Industry,Petroleum (Barrels),13459,1.47,4.69785886363742,99.4333,66.8,18.42,7904
3708,F003005__3,2021-06-01,65.27,2021,6,AR,Total Electric Power Industry,Petroleum (Barrels),6084,1.46,4.69785886363742,99.7987,76.9,18.42,7904
3709,F003005__3,2021-07-01,66.7,2021,7,AR,Total Electric Power Industry,Petroleum (Barrels),4286,1.23,4.69785886363742,100.2519,79.4,18.42,7904
3710,F003005__3,2021-08-01,61.64,2021,8,AR,Total Electric Power Industry,Petroleum (Barrels),8681,1.03,4.69785886363742,100.0437,80.7,18.42,7904
3711,F003005__3,2021-09-01,65.05,2021,9,AR,Total Electric Power Industry,Petroleum (Barrels),3639,1.11,4.69785886363742,98.8579,74.3,18.42,7904
3712,F003005__3,2021-10-01,74.99,2021,10,AR,Total Electric Power Industry,Petroleum (Barrels),3776,1.21,4.69785886363742,100.1861,65.5,18.42,7904
3713,F003005__3,2021-11-01,72.04,2021,11,AR,Total Electric Power Industry,Petroleum (Barrels),9576,1.08,4.69785886363742,100.8654,49.4,18.42,7904
3714,F003005__3,2021-12-01,65.53,2021,12,AR,Total Electric Power Industry,Petroleum (Barrels),4323,0.87,4.69785886363742,100.5726,53.4,18.42,7904
3715,F003005__3,2022-01-01,76.74,2022,1,AR,Total Electric Power Industry,Petroleum (Barrels),13469,0.85,8.00279982052121,100.1856,38.7,23.84,8375
3716,F003005__3,2022-02-01,86.04,2022,2,AR,Total Electric Power Industry,Petroleum (Barrels),3942,0.63,8.00279982052121,100.8064,42.2,23.84,8375
3717,F003005__3,2022-03-01,103.32,2022,3,AR,Total Electric Power Industry,Petroleum (Barrels),5605,0.41,8.00279982052121,101.3907,52.1,23.84,8375
3718,F003005__3,2022-04-01,96.41,2022,4,AR,Total Electric Power Industry,Petroleum (Barrels),7061,-0.05,8.00279982052121,101.44,59.9,23.84,8375
3719,F003005__3,2022-05-01,104.15,2022,5,AR,Total Electric Power Industry,Petroleum (Barrels),14165,0.26,8.00279982052121,101.3335,71.0,23.84,8375
3720,F003005__3,2022-06-01,108.24,2022,6,AR,Total Electric Power Industry,Petroleum (Barrels),8517,0.28,8.00279982052121,101.018,78.2,23.84,8375
3721,F003005__3,2022-07-01,94.32,2022,7,AR,Total Electric Power Industry,Petroleum (Barrels),6235,0.04,8.00279982052121,101.223,84.1,23.84,8375
3722,F003005__3,2022-08-01,84.16,2022,8,AR,Total Electric Power Industry,Petroleum (Barrels),2503,-0.3,8.00279982052121,101.0963,79.4,23.84,8375
3723,F003005__3,2022-09-01,78.09,2022,9,AR,Total Electric Power Industry,Petroleum (Barrels),6879,-0.25,8.00279982052121,101.2918,73.8,23.84,8375
3724,F003005__3,2022-10-01,80.95,2022,10,AR,Total Electric Power Industry,Petroleum (Barrels),5243,-0.45,8.00279982052121,101.2529,61.4,23.84,8375
3725,F003005__3,2022-11-01,78.91,2022,11,AR,Total Electric Power Industry,Petroleum (Barrels),10857,-0.47,8.00279982052121,100.9552,49.8,23.84,8375
3726,F003005__3,2022-12-01,71.01,2022,12,AR,Total Electric Power Industry,Petroleum (Barrels),30694,-0.72,8.00279982052121,99.7664,43.2,23.84,8375
3727,F003005__3,2023-01-01,72.74,2023,1,AR,Total Electric Power Industry,Petroleum (Barrels),5372,,4.11633838374488,100.505,46.5,21.76,8607
3728,F003005__3,2023-02-01,71.1,2023,2,AR,Total Electric Power Industry,Petroleum (Barrels),5504,-0.7,4.11633838374488,100.6416,48.8,21.76,8607
3729,F003005__3,2023-03-01,67.45,2023,3,AR,Total Electric Power Industry,Petroleum (Barrels),5300,-0.88,4.11633838374488,101.0205,53.0,21.76,8607
3730,F003005__3,2023-04-01,73.83,2023,4,AR,Total Electric Power Industry,Petroleum (Barrels),9829,-0.54,4.11633838374488,101.253,60.3,21.76,8607
3731,F003005__3,2023-05-01,66.06,2023,5,AR,Total Electric Power Industry,Petroleum (Barrels),5808,-0.55,4.11633838374488,100.9286,70.0,21.76,8607
3732,F003005__3,2023-06-01,64.72,2023,6,AR,Total Electric Power Industry,Petroleum (Barrels),12701,-0.72,4.11633838374488,100.1196,77.3,21.76,8607
3733,F003005__3,2023-07-01,70.33,2023,7,AR,Total Electric Power Industry,Petroleum (Barrels),5507,-1.08,4.11633838374488,100.9067,81.0,21.76,8607
3734,F003005__3,2023-08-01,75.42,2023,8,AR,Total Electric Power Industry,Petroleum (Barrels),6908,-0.87,4.11633838374488,100.8393,81.7,21.76,8607
3735,F003005__3,2023-09-01,83.33,2023,9,AR,Total Electric Power Industry,Petroleum (Barrels),7540,-0.69,4.11633838374488,101.0211,74.8,21.76,8607
3736,F003005__3,2023-10-01,79.97,2023,10,AR,Total Electric Power Industry,Petroleum (Barrels),4241,-0.43,4.11633838374488,100.4689,64.0,21.76,8607
3737,F003005__3,2023-11-01,71.63,2023,11,AR,Total Electric Power Industry,Petroleum (Barrels),5696,-0.18,4.11633838374488,100.8639,51.7,21.76,8607
3738,F003005__3,2023-12-01,66.34,2023,12,AR,Total Electric Power Industry,Petroleum (Barrels),6196,-0.34,4.11633838374488,100.6031,46.0,21.76,8607
3739,F003022__3,2001-01-01,28.29,2001,1,LA,Total Electric Power Industry,Petroleum (Barrels),1344421,,2.82617111885407,91.902,14.0,7.93,6111
3740,F003022__3,2001-02-01,28.89,2001,2,LA,Total Electric Power Industry,Petroleum (Barrels),736453,0.55,2.82617111885407,91.3034,16.0,7.93,6111
3741,F003022__3,2001-03-01,25.75,2001,3,LA,Total Electric Power Industry,Petroleum (Barrels),654901,0.46,2.82617111885407,91.1162,24.2,7.93,6111
3742,F003022__3,2001-04-01,25.84,2001,4,LA,Total Electric Power Industry,Petroleum (Barrels),651172,0.76,2.82617111885407,90.7891,38.1,7.93,6111
3743,F003022__3,2001-05-01,26.6,2001,5,LA,Total Electric Power Industry,Petroleum (Barrels),338341,1.07,2.82617111885407,90.3555,54.4,7.93,6111
3744,F003022__3,2001-06-01,25.44,2001,6,LA,Total Electric Power Industry,Petroleum (Barrels),516049,1.17,2.82617111885407,89.8784,63.0,7.93,6111
3745,F003022__3,2001-07-01,25.19,2001,7,LA,Total Electric Power Industry,Petroleum (Barrels),319566,1.16,2.82617111885407,89.3028,64.2,7.93,6111
3746,F003022__3,2001-08-01,26.0,2001,8,LA,Total Electric Power Industry,Petroleum (Barrels),357227,1.28,2.82617111885407,89.2003,67.0,7.93,6111
3747,F003022__3,2001-09-01,25.18,2001,9,LA,Total Electric Power Industry,Petroleum (Barrels),224232,,2.82617111885407,88.7485,57.7,7.93,6111
