1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"3,124","3,055","3,456","3,706","3,767","4,121","4,256","4,493","4,714","4,583","4,830","4,429","4,695","4,825","5,095","5,242","5,450","5,668","5,752","5,705","5,847","6,111","6,214","6,176","6,283","6,542","6,377","6,306","6,737","6,656","7,130","7,680","7,703","7,707","7,981","8,068","8,356","8,541","8,726","8,445","7,113","7,904","8,375","8,607","9,052"
